epoch,train_loss,train_acc,val_loss,val_acc
1,1.936868815870187,0.1945668135095448,1.8476530374759443,0.22173274596182085
2,1.8712574604149257,0.21998898678414097,1.820226392381867,0.2305433186490455
3,1.8436794510321821,0.23696769456681352,1.7950618669675136,0.2775330396475771
4,1.81763006832106,0.2572503671071953,1.7818986781368171,0.2753303964757709
5,1.8037882206548503,0.2707415565345081,1.76597410221632,0.2856093979441997
6,1.7910732162156293,0.2746879588839941,1.741031215404449,0.2988252569750367
7,1.775582958598144,0.2815712187958884,1.7418369401394007,0.2944199706314244
8,1.7680211123215819,0.28762848751835535,1.7334684817976538,0.29295154185022027
9,1.7528541560740198,0.2970814977973568,1.717150403189414,0.30616740088105726
10,1.7528550399032459,0.29084067547723935,1.7151271328877071,0.31130690161527164
11,1.7442422133710416,0.2971732745961821,1.704532911073794,0.31938325991189426
12,1.7371840279182849,0.29919236417033773,1.7050387440974142,0.2988252569750367
13,1.7323809599561313,0.3022209985315712,1.689135735255506,0.31718061674008813
14,1.7298078990367716,0.3005690161527166,1.7078462032144466,0.28928046989721
15,1.724203813443625,0.3036894273127753,1.6857682156667835,0.3120411160058737
16,1.7186423307298389,0.3120411160058737,1.6814155888452404,0.31644640234948607
17,1.7178914459441377,0.3137848751835536,1.6799268267403265,0.31644640234948607
18,1.7178756691810844,0.31607929515418504,1.6777784805115799,0.31057268722466963
19,1.7142572196394688,0.31497797356828194,1.678414418658846,0.3274596182085169
20,1.709898785172405,0.3163546255506608,1.6691131588295869,0.32966226138032306
21,1.7078339719212177,0.3186490455212922,1.6662565926623238,0.3252569750367107
22,1.7010715363134197,0.3272760646108664,1.6685193873362043,0.30837004405286345
23,1.6987413026162705,0.32388032305433184,1.6748873422499446,0.3120411160058737
24,1.6957313797372378,0.32314610866372984,1.6582367479713653,0.32966226138032306
25,1.69443589282631,0.3261747430249633,1.654212534515168,0.3399412628487518
26,1.6938165557542035,0.3245227606461087,1.6720616040250804,0.3076358296622614
27,1.6871456525749398,0.3332415565345081,1.6508831060580396,0.3355359765051395
28,1.6883681587185628,0.3299375917767988,1.6595450455921863,0.3120411160058737
29,1.6892721133085074,0.32984581497797355,1.652009392274809,0.342143906020558
30,1.6843497042438882,0.3327826725403818,1.6520943246048803,0.32966226138032306
31,1.6808106381112433,0.33241556534508077,1.6583512300261667,0.33847283406754775
32,1.6802980751017993,0.33461820851688695,1.6532930568101298,0.35168869309838474
33,1.6761760827203154,0.33911527165932454,1.642276127607987,0.3406754772393539
34,1.67359467364968,0.33672907488986786,1.647340472574276,0.3465491923641703
35,1.6747330455177856,0.3370961820851689,1.6431419168449883,0.36270190895741555
36,1.6675610125677527,0.34498898678414097,1.6379902396083053,0.33847283406754775
37,1.6646272460444558,0.34691629955947134,1.6364548391882718,0.3311306901615272
38,1.6629351349479127,0.3443465491923642,1.6338108758744339,0.35462555066079293
39,1.6637096678107846,0.3432452276064611,1.6327775772797728,0.33847283406754775
40,1.6631473920768929,0.34563142437591776,1.6292234592675812,0.3568281938325991
41,1.6575048717283116,0.3459985315712188,1.6311229341355715,0.34948604992657856
42,1.6546527716206734,0.3497613803230543,1.6286301779151837,0.3524229074889868
43,1.6549032028551143,0.348568281938326,1.6242180267969768,0.35976505139500736
44,1.653651780493984,0.35563509544787075,1.6274205922380243,0.3436123348017621
45,1.6494279506448082,0.35122980910425844,1.6244157298896107,0.35315712187958886
