epoch,train_loss,train_acc,val_loss,val_acc
1,1.8839814084279338,0.25940539548541014,1.7934716987189743,0.27312775330396477
2,1.793988209270429,0.30436777390346853,1.7140650057757654,0.3465491923641703
3,1.7437524939265945,0.3260231235089007,1.680476970434539,0.35829662261380324
4,1.702025241470267,0.34235639566893006,1.6591300470713477,0.38619676945668135
5,1.6765026500803064,0.35263351073591487,1.6391316575275818,0.3751835535976505
6,1.6671977090844323,0.35997430721233253,1.6313466721169223,0.3876651982378855
7,1.6488764126993447,0.3657551844375115,1.6293485556755123,0.37738619676945667
8,1.6410855605725214,0.3731877408698844,1.6183386073063473,0.3935389133627019
9,1.634269700069606,0.37694989906404847,1.6678105634739746,0.3671071953010279
10,1.6350184260300265,0.3785098183152872,1.614809357822379,0.3803230543318649
11,1.6249402469616459,0.38089557717012296,1.605426088653822,0.38619676945668135
12,1.6191591593645585,0.3837401358047348,1.6062728640966653,0.39280469897209985
13,1.60971427053503,0.3923655716645256,1.600140821741191,0.3869309838472834
14,1.6139671148827677,0.38704349421912276,1.601309833897718,0.39720998531571217
15,1.6102976058684133,0.3893374931180033,1.5952826593065752,0.39794419970631423
16,1.6080587126395312,0.3963112497706001,1.6036646977045113,0.37812041116005873
17,1.6029628351382716,0.3943842906955405,1.5979834828257735,0.3957415565345081
18,1.6012639196055989,0.3941090108276748,1.5936661802899645,0.38619676945668135
19,1.6008166864522555,0.398329968801615,1.589931272375076,0.394273127753304
20,1.600139625555092,0.39264085153239126,1.6009814817999952,0.3854625550660793
21,1.5924781055095152,0.39695356946228666,1.587958044417629,0.39280469897209985
22,1.5906119180351337,0.3957606900348688,1.5897195076627353,0.3935389133627019
23,1.5884362079174414,0.40209212699577906,1.5833646706722557,0.39794419970631423
24,1.586637559736031,0.4006239677004955,1.5945278295861467,0.39133627019089573
25,1.5851837755627842,0.4069554046614058,1.578104902469114,0.40602055800293685
26,1.578527592960728,0.4031932464672417,1.5789370424771974,0.4023494860499266
27,1.5782854294728788,0.40172508717195815,1.574103812814284,0.40822320117474303
28,1.581764601155976,0.3992475683611672,1.584469472434202,0.4052863436123348
29,1.5766438256493183,0.4049366856303909,1.5727131478761962,0.3986784140969163
30,1.5723957864051128,0.40071572765645075,1.5710523510119287,0.40161527165932454
31,1.5725197101168773,0.40466140576252524,1.5718355973561604,0.4118942731277533
32,1.5679565412141923,0.4136538814461369,1.5642960418163416,0.4177679882525698
33,1.5649078958164466,0.4080565241328684,1.5617274817916265,0.4089574155653451
34,1.5614091202980402,0.4139291613140026,1.5637944903492753,0.41629955947136565
35,1.5633243319309618,0.4128280418425399,1.558741378013958,0.41483113069016153
36,1.5570344116998869,0.4188841989355845,1.5589802638024486,0.4045521292217327
37,1.5538258408380006,0.4143879610937787,1.5504197687479544,0.4251101321585903
38,1.5498288456814773,0.41640668012479354,1.5517827046600208,0.4177679882525698
39,1.552208430768372,0.4230133969535695,1.555379448133068,0.4104258443465492
40,1.54475803897236,0.41723251972839054,1.5484002539764943,0.40969162995594716
41,1.5477013023080335,0.41778307946412185,1.5569376429097068,0.4185022026431718
42,1.5452865323882121,0.42044411818682326,1.5585460795880064,0.4008810572687225
43,1.5494264929770198,0.41815011928794277,1.5454777580700958,0.41629955947136565
44,1.5457540577235496,0.42081115801064417,1.544408229654231,0.42731277533039647
45,1.540927016290968,0.42081115801064417,1.542848090943436,0.4133627019089574
46,1.534334023253899,0.42503211598458435,1.5356630477261088,0.4302496328928047
47,1.5421962719441422,0.4184253991558084,1.5394539377937932,0.4185022026431718
48,1.538587640022702,0.4210864378785098,1.5463016434037913,0.4067547723935389
49,1.533508679739465,0.4270508350155992,1.5388880775538485,0.4185022026431718
50,1.530961715752848,0.4297118737383006,1.5351122864542555,0.4251101321585903
